Timestamp,hear_ccm_website,hear_social_media,hear_community_event,hear_family_friend,hear_ccm_student,hear_ccm_alumni,hear_hs_teacher,hear_hs_counselor,hear_inapp_ad,hear_employer,hear_billboard,hear_tv,hear_radio,hear_other,impact_affordable_cost,impact_location,impact_program_choice,impact_online_offerings,impact_referral,impact_faculty_staff,impact_reputation,impact_financial_aid,impact_scholarships,impact_small_classes,impact_extracurricular,impact_transfer_credits,impact_negative_exp,impact_njstars,impact_transferability,impact_hs_college_credit,"Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Open House]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Instant Decision Day]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [On-Campus Information Session]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Virtual Information Session]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Women Who Dare]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Regional College Fair]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [HS Sharetime Information Session]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Challenger Program]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [CyberSecurity Information Protection Program Participation ]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Information Session at my high school]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Campus Visit with my high school]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Campus Visit (individual)]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Workforce Development class]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Corporate Training]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Teen Arts Festival]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Summer camp at CCM]",exp_hs_class,exp_hs_club,exp_competition,exp_afterschool_program,exp_summer_camp,exp_ap_class,exp_dual_enrollment,exp_family_friend_influence,exp_family_in_field,exp_teacher_counselor,exp_employer_influence,exp_ccm_student,exp_work_experience,exp_other,degree_program,What motivated you to seek a computing degree/certificate at CCM? (check all that apply),source_hs_counselor,source_hs_teacher,source_it_website,source_admissions,source_advisor,source_employer,source_ccm_workforce,source_nj_workforce,source_other,interest_level,Race/ethnicity,Age 
2020/09/17 1:26:27 PM EST,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Don't recall,High Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,,"Information Technology, Applied Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;IT Industry Certifications;Personal Enrichment,Yes,Yes,No,No,No,No,No,No,No,,White/Caucasian,19-20
2020/09/17 2:07:18 PM EST,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,High Impact,High Impact,Some Impact,High Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,"Mathematics Option, Applied Associate of Science",,,,,,,,,,,4.0,Choose not to reply,21-24
2020/09/17 2:13:10 PM EST,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,"Computer Science, Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Financial;Personal Enrichment,No,No,No,No,No,No,No,No,No,,Hispanic or Latino,21-24
2020/09/17 2:37:58 PM EST,Don't recall,Don't recall,Don't recall,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Some Impact,High Impact,Some Impact,Some Impact,Some Impact,High Impact,Some Impact,No Impact,,Some Impact,,,,,High Impact,High Impact,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Some Impact,,Some Impact,,Some Impact,,,Some Impact,,Some Impact,,,,High Impact,Challenger Program,Personal Enrichment,No,No,No,No,No,No,No,No,No,,White/Caucasian,18 and younger
2020/09/19 10:12:54 AM EST,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,High Impact,Some Impact,High Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Mechanical Engineering & Technology,,,,,,,,,,,4.0,White/Caucasian,21-24
2020/09/20 1:35:21 PM EST,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No Impact,Some Impact,High Impact,Some Impact,High Impact,,,,,,,,,,,,No,No,No,Yes,No,Yes,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Some Impact,Some Impact,High Impact,Some Impact,Some Impact,,,,,,,,,,"CIS Game Development Option, Applied Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Career Advancement;Professional Development;IT Industry Certifications;Financial;Personal Enrichment,No,No,No,No,No,No,No,No,No,,White/Caucasian,19-20
2020/09/20 1:35:25 PM EST,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No Impact,Some Impact,High Impact,Some Impact,High Impact,,,,,,,,,,,,No,No,No,Yes,No,Yes,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Some Impact,Some Impact,High Impact,Some Impact,Some Impact,,,,,,,,,,"CIS Game Development Option, Applied Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Career Advancement;Professional Development;IT Industry Certifications;Financial;Personal Enrichment,No,No,No,No,No,No,No,No,No,,White/Caucasian,19-20
2020/09/20 7:23:34 PM EST,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No Impact,No Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,Mechanical Engineering Technology,,,,,,,,,,,2.0,White/Caucasian,19-20
2020/09/20 10:47:44 PM EST,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,No Impact,No Impact,High Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,"Computer Science, Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Career Advancement;Professional Development;To keep current in tech industry;Financial;Personal Enrichment,No,No,No,No,No,No,No,No,No,,Hispanic or Latino,18 and younger
2020/09/21 7:01:55 AM EST,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,,,,,,,,,High Impact,,Yes,No,Yes,Yes,Not Sure,Yes,Not Sure,Not Sure,Not Sure,Yes,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,,,,,,,,,Some Impact,,,,High Impact,,"Computer Science, Associate of Science",To get a job in the computing field;Career Advancement;Job Displacement;To keep current in tech industry,Yes,Yes,No,No,No,No,No,No,Yes,,White/Caucasian,18 and younger
2020/09/21 7:16:50 AM EST,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,,High Impact,High Impact,High Impact,High Impact,,,,,,,High Impact,,,High Impact,High Impact,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,,,,,,,High Impact,,High Impact,,,,,ShareTime CSIP Program,To get a job in the computing field;Professional Development;IT Industry Certifications,Yes,No,Yes,No,No,No,No,No,No,,White/Caucasian,18 and younger
2020/09/21 7:17:49 AM EST,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,High Impact,High Impact,,High Impact,,,,,,,,,,,High Impact,No,No,No,Not Sure,No,No,No,No,Not Sure,No,No,No,No,No,No,No,High Impact,,High Impact,,,,,,,,,,,,ShareTime CSIP Program,To get a job in the computing field,Don't recall,No,No,No,No,No,No,No,No,,Hispanic or Latino,18 and younger
2020/09/21 7:18:07 AM EST,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,High Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Non Degree seeking,,,,,,,,,,,3.0,Asian,18 and younger
2020/09/21 7:18:27 AM EST,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,,High Impact,High Impact,,,No Impact,High Impact,,,No Impact,,,,,,High Impact,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Some Impact,,High Impact,,,,,,,Some Impact,,,,,ShareTime CSIP Program,"Transfer credits back to HS degree (ShareTime, Challenger Program)",No,No,Yes,Yes,No,No,No,No,No,,Asian,18 and younger
2020/09/21 7:18:40 AM EST,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Some Impact,High Impact,High Impact,High Impact,No Impact,No Impact,Some Impact,,,Some Impact,Some Impact,Some Impact,,Some Impact,Some Impact,High Impact,No,No,No,Yes,No,No,Yes,No,Not Sure,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,,High Impact,,,High Impact,High Impact,,,,No Impact,ShareTime CSIP Program,"To get a job in the computing field;Transfer credits back to HS degree (ShareTime, Challenger Program);Personal Enrichment",Yes,Yes,Don't recall,No,No,No,No,No,No,,Asian,18 and younger
2020/09/21 7:19:34 AM EST,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Don't recall,,,High Impact,,Some Impact,No Impact,No Impact,,,Some Impact,,,,,,High Impact,No,No,No,Yes,No,No,Yes,No,Not Sure,Yes,No,No,No,No,No,No,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,High Impact,No Impact,Some Impact,No Impact,,ShareTime CSIP Program,To get a job in the computing field;Career Advancement;To keep current in tech industry;IT Industry Certifications;Financial,Yes,Yes,Yes,No,No,No,No,No,Don't recall,,White/Caucasian,18 and younger
2020/09/21 7:19:46 AM EST,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,No Impact,No Impact,High Impact,High Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,ShareTime CSIP Program,"To get a job in the computing field;Transfer credits back to HS degree (ShareTime, Challenger Program)",Yes,No,No,No,No,No,No,No,No,,White/Caucasian,18 and younger
2020/09/21 7:20:00 AM EST,No,No,No,No,No,No,No,Don't recall,No,No,No,No,No,No,,,,,,,,,,,,,,,Some Impact,Some Impact,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,,Some Impact,,,,,,,,,,,,ShareTime CSIP Program,Career Advancement;To keep current in tech industry;IT Industry Certifications;Personal Enrichment,Don't recall,No,No,No,No,No,No,No,Yes,,Choose not to reply,18 and younger
2020/09/21 7:20:55 AM EST,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,,No Impact,High Impact,,No Impact,,Some Impact,,,No Impact,,Some Impact,,No Impact,Some Impact,High Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,,,,,,No Impact,No Impact,No Impact,,,,Some Impact,ShareTime CSIP Program,Career Advancement,Yes,No,Yes,No,No,No,No,No,No,,Black/African American,18 and younger
2020/09/21 7:21:08 AM EST,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,,,High Impact,,,,,,,,,,,,,,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Some Impact,,,,,,,,,,,,,,ShareTime CSIP Program,"Transfer credits back to HS degree (ShareTime, Challenger Program);To keep current in tech industry;IT Industry Certifications",Yes,Yes,Yes,No,Don't recall,No,No,No,No,,White/Caucasian,18 and younger
2020/09/21 7:21:18 AM EST,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,,,No Impact,No Impact,High Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,ShareTime CSIP Program,"Transfer credits back to HS degree (ShareTime, Challenger Program);IT Industry Certifications",No,No,Yes,Yes,Yes,No,No,No,Don't recall,,White/Caucasian,18 and younger
2020/09/21 7:22:01 AM EST,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Some Impact,High Impact,High Impact,High Impact,No Impact,No Impact,Some Impact,,,Some Impact,Some Impact,Some Impact,,Some Impact,Some Impact,High Impact,No,No,No,Yes,No,No,Yes,No,Not Sure,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,,High Impact,,,High Impact,High Impact,,,,No Impact,ShareTime CSIP Program,"To get a job in the computing field;Transfer credits back to HS degree (ShareTime, Challenger Program);Personal Enrichment",Yes,Yes,Don't recall,No,No,No,No,No,No,,Asian,18 and younger
2020/09/21 7:22:08 AM EST,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,High Impact,No Impact,Some Impact,No Impact,Some Impact,,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,ShareTime CSIP Program,"To get a job in the computing field;Transfer to bachelor's level program;Transfer credits back to HS degree (ShareTime, Challenger Program);Career Advancement;Professional Development;To keep current in tech industry;IT Industry Certifications",Yes,No,Yes,No,No,No,No,No,Yes,,Hispanic or Latino;White/Caucasian,18 and younger
2020/09/21 7:22:16 AM EST,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,,Some Impact,High Impact,,Some Impact,No Impact,No Impact,,,No Impact,No Impact,,,,,High Impact,Yes,No,No,Yes,No,Not Sure,Yes,No,Not Sure,Yes,Yes,No,No,No,No,Not Sure,Some Impact,No Impact,No Impact,,,,,High Impact,,High Impact,,,,Some Impact,ShareTime CSIP Program,To keep current in tech industry;IT Industry Certifications;Financial;Personal Enrichment,Yes,Don't recall,No,No,No,No,No,No,Yes,,White/Caucasian,18 and younger
2020/09/21 7:22:18 AM EST,Don't recall,Don't recall,Don't recall,Yes,Yes,No,Yes,Yes,Don't recall,No,No,No,No,Don't recall,No Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Some Impact,No Impact,No Impact,High Impact,High Impact,Some Impact,Some Impact,No Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,ShareTime CSIP Program,"To get a job in the computing field;Transfer to bachelor's level program;Transfer credits back to HS degree (ShareTime, Challenger Program);To keep current in tech industry;IT Industry Certifications",Yes,Yes,Yes,No,No,No,No,No,No,,White/Caucasian,18 and younger
2020/09/21 7:22:29 AM EST,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No Impact,No Impact,Some Impact,Some Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,,,Some Impact,High Impact,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Some Impact,,No Impact,No Impact,No Impact,,,Some Impact,Some Impact,Some Impact,,,,,ShareTime CSIP Program,To get a job in the computing field;Transfer to bachelor's level program;Personal Enrichment,Yes,Don't recall,Don't recall,Don't recall,Don't recall,No,No,No,Don't recall,,White/Caucasian,18 and younger
2020/09/21 7:22:46 AM EST,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,,,High Impact,,,,,,,,,,,,,,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Some Impact,,,,,,,,,,,,,,ShareTime CSIP Program,"Transfer credits back to HS degree (ShareTime, Challenger Program);To keep current in tech industry;IT Industry Certifications",Yes,Yes,Yes,No,Don't recall,No,No,No,No,,White/Caucasian,18 and younger
2020/09/21 7:23:55 AM EST,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Some Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,ShareTime CSIP Program,"To get a job in the computing field;Transfer to bachelor's level program;Transfer credits back to HS degree (ShareTime, Challenger Program);IT Industry Certifications",Yes,No,No,No,No,No,No,No,Yes,,White/Caucasian,18 and younger
2020/09/21 7:29:04 AM EST,No,No,No,Don't recall,No,No,No,Don't recall,No,No,No,No,No,Don't recall,,,,,,,,,,,,,,,Some Impact,Some Impact,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Some Impact,No Impact,Some Impact,,,,,,,,,,,Some Impact,ShareTime CSIP Program,Career Advancement;To keep current in tech industry;IT Industry Certifications;Personal Enrichment,Don't recall,No,No,No,No,No,No,No,Yes,,Choose not to reply,18 and younger
2020/09/21 7:37:15 AM EST,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Don't recall,No Impact,No Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,High Impact,No Impact,High Impact,High Impact,No Impact,No Impact,High Impact,High Impact,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,ShareTime CSIP Program,"To get a job in the computing field;Transfer credits back to HS degree (ShareTime, Challenger Program);To keep current in tech industry;Personal Enrichment",Yes,No,Yes,Yes,No,No,No,No,No,,Asian,18 and younger
2020/09/21 8:03:27 AM EST,No,No,No,Yes,Yes,No,Don't recall,Yes,No,No,No,No,No,Yes,,No Impact,High Impact,High Impact,,,Some Impact,,,No Impact,,,,,Some Impact,High Impact,No,No,No,Yes,No,No,Not Sure,No,No,Yes,No,No,No,No,No,No,Some Impact,Some Impact,High Impact,,,Some Impact,,Some Impact,Some Impact,High Impact,,Some Impact,,,ShareTime CSIP Program,"To get a job in the computing field;Transfer credits back to HS degree (ShareTime, Challenger Program);To keep current in tech industry;Financial;Personal Enrichment",Yes,No,No,No,No,No,No,No,Yes,,Asian,18 and younger
2020/09/21 11:38:33 AM EST,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,Some Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,,,,High Impact,,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Some Impact,,,,,,,Some Impact,,Some Impact,,,,,"Computer Science, Associate of Science",To get a job in the computing field;To keep current in tech industry;Personal Enrichment,Yes,Don't recall,No,No,No,No,No,No,No,,White/Caucasian,18 and younger
2020/09/21 12:00:19 PM EST,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,High Impact,High Impact,Some Impact,Some Impact,High Impact,,Some Impact,High Impact,,No Impact,Some Impact,,,High Impact,High Impact,,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Some Impact,,Some Impact,,,,,Some Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,"Computer Science, Associate of Science",To get a job in the computing field;Transfer to bachelor's level program,Yes,Yes,No,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,,White/Caucasian,18 and younger
2020/09/21 12:01:45 PM EST,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,High Impact,High Impact,High Impact,Some Impact,No Impact,Some Impact,High Impact,No Impact,No Impact,High Impact,No Impact,High Impact,High Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,No Impact,Some Impact,No Impact,High Impact,High Impact,"Computer Science, Associate of Science",To get a job in the computing field;Career Advancement;Career Change;Professional Development;Relocation;To keep current in tech industry;IT Industry Certifications;Financial;Personal Enrichment,No,No,Yes,No,Yes,No,No,No,No,,Choose not to reply,25-34
2020/09/21 12:02:30 PM EST,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,High Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Web Development Certificate of Achievement,To get a job in the computing field;Career Advancement;To keep current in tech industry,No,No,No,No,No,No,No,No,No,,White/Caucasian,19-20
2020/09/21 12:02:57 PM EST,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,High Impact,High Impact,High Impact,High Impact,No Impact,Some Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Career Change;IT Industry Certifications,No,No,Yes,Yes,Yes,No,No,No,No,,White/Caucasian,25-34
2020/09/21 12:03:11 PM EST,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,Some Impact,No Impact,Some Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Financial;Personal Enrichment,No,No,Yes,No,No,No,No,No,No,,Hispanic or Latino,19-20
2020/09/21 12:04:01 PM EST,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,"Technical Studies, Applied Associate of Science",To get a job in the computing field,No,No,No,No,No,No,No,No,No,,White/Caucasian,21-24
2020/09/21 12:04:02 PM EST,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,Some Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,No Impact,Some Impact,No Impact,High Impact,No Impact,"Computer Science, Associate of Science",To get a job in the computing field;Transfer to bachelor's level program,No,No,Yes,No,No,No,No,No,No,,White/Caucasian,19-20
2020/09/21 12:04:13 PM EST,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,High Impact,Some Impact,High Impact,Some Impact,No Impact,Some Impact,High Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,"CIS Game Development Option, Applied Associate of Science",To get a job in the computing field,No,No,Yes,Yes,No,No,No,No,No,,White/Caucasian,21-24
2020/09/21 12:04:22 PM EST,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field,No,No,Yes,No,No,No,No,No,No,,White/Caucasian,21-24
