Timestamp,hear_ccm_website,hear_social_media,hear_community_event,hear_family_friend,hear_ccm_student,hear_ccm_alumni,hear_hs_teacher,hear_hs_counselor,hear_inapp_ad,hear_employer,hear_billboard,hear_tv,hear_radio,hear_other,impact_affordable_cost,impact_location,impact_program_choice,impact_online_offerings,impact_referral,impact_faculty_staff,impact_reputation,impact_financial_aid,impact_scholarships,impact_small_classes,impact_extracurricular,impact_transfer_credits,impact_negative_exp,impact_njstars,impact_transferability,impact_hs_college_credit,"Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Open House]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Instant Decision Day]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [On-Campus Information Session]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Virtual Information Session]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Women Who Dare]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Regional College Fair]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [HS Sharetime Information Session]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Challenger Program]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [CyberSecurity Information Protection Program Participation ]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Information Session at my high school]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Campus Visit with my high school]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Campus Visit (individual)]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Workforce Development class]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Corporate Training]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Teen Arts Festival]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Summer camp at CCM]",exp_hs_class,exp_hs_club,exp_competition,exp_afterschool_program,exp_summer_camp,exp_ap_class,exp_dual_enrollment,exp_family_friend_influence,exp_family_in_field,exp_teacher_counselor,exp_employer_influence,exp_ccm_student,exp_work_experience,exp_other,degree_program,What motivated you to seek a computing degree/certificate at CCM? (check all that apply),source_hs_counselor,source_hs_teacher,source_it_website,source_admissions,source_advisor,source_employer,source_ccm_workforce,source_nj_workforce,source_other,interest_level,Race/ethnicity,Age 
2020/09/24 2:05:07 PM EST,Yes,Don't recall,Don't recall,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,High Impact,High Impact,High Impact,,Some Impact,,,High Impact,,,,,,,Some Impact,,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No Impact,Some Impact,No Impact,,,,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,,"Computer Science, Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;To keep current in tech industry;Personal Enrichment,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,,Choose not to reply,19-20
2020/09/24 2:28:18 PM EST,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,High Impact,High Impact,No Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,High Impact,Some Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,Not Sure,Yes,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Business Administration,,,,,,,,,,,1.0,White/Caucasian,19-20
2020/09/24 2:45:24 PM EST,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,Some Impact,Some Impact,High Impact,No Impact,No Impact,Some Impact,High Impact,Some Impact,Some Impact,High Impact,No Impact,,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,High Impact,"Information Technology, Applied Associate of Science",Transfer to bachelor's level program;Family,No,No,No,No,No,No,No,No,Yes,,Black/African American,25-34
2020/09/24 2:50:41 PM EST,Yes,Yes,Yes,Yes,Yes,Don't recall,Yes,Yes,No,No,No,No,No,Don't recall,High Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,High Impact,No Impact,High Impact,High Impact,No Impact,Yes,No,No,Yes,No,Not Sure,No,No,No,Yes,No,No,No,No,No,No,High Impact,Some Impact,High Impact,,,High Impact,,High Impact,High Impact,High Impact,No Impact,,,,"Computer Science, Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Career Advancement;Financial,Yes,Yes,No,Don't recall,Don't recall,No,Don't recall,Don't recall,Don't recall,,Choose not to reply,18 and younger
2020/09/24 3:19:18 PM EST,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,High Impact,High Impact,Some Impact,Some Impact,High Impact,High Impact,High Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;Career Advancement;Career Change;Professional Development;IT Industry Certifications;Financial,No,No,Yes,No,No,No,No,No,No,,White/Caucasian,25-34
2020/09/24 3:19:26 PM EST,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,Some Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,"Computer Science, Associate of Science",To get a job in the computing field;Transfer to bachelor's level program,No,No,No,No,No,No,No,No,No,,White/Caucasian,19-20
2020/09/24 3:23:47 PM EST,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;Career Change;Personal Enrichment,No,No,Yes,No,Yes,No,No,No,No,,White/Caucasian,25-34
2020/09/24 3:33:29 PM EST,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,Some Impact,No Impact,,High Impact,Some Impact,Some Impact,Some Impact,No Impact,High Impact,,Some Impact,High Impact,,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,Engineering Science: Biomedical Equipment Option,,,,,,,,,,,5.0,White/Caucasian,21-24
2020/09/24 3:48:30 PM EST,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,High Impact,High Impact,Some Impact,No Impact,High Impact,Some Impact,Some Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,High Impact,No Impact,High Impact,Some Impact,Some Impact,Mechanical Engineering,,,,,,,,,,,5.0,Hispanic or Latino;White/Caucasian,21-24
2020/09/24 3:58:59 PM EST,Don't recall,Yes,Don't recall,Yes,Yes,Don't recall,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,Some Impact,,Some Impact,,,Some Impact,No Impact,,,,High Impact,Some Impact,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Some Impact,,,,,,,Some Impact,High Impact,Some Impact,,Some Impact,Some Impact,,Information Security Certificate of Achievement,To get a job in the computing field;Transfer to bachelor's level program;Career Change;Professional Development;Financial;Personal Enrichment,No,No,Don't recall,Yes,Yes,No,No,No,Don't recall,,White/Caucasian,19-20
2020/09/24 4:01:19 PM EST,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,High Impact,No Impact,High Impact,No Impact,"Computer Science, Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Career Advancement;Professional Development;Financial;Personal Enrichment,No,No,No,No,No,No,No,No,No,,Hispanic or Latino,25-34
2020/09/24 4:19:14 PM EST,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,,,,High Impact,,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Some Impact,,,,,,,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Professional Development;Financial,Don't recall,Don't recall,Yes,Yes,Yes,No,No,No,No,,Asian,18 and younger
2020/09/24 5:01:22 PM EST,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Career Advancement;Career Change;Professional Development;Job Displacement;To keep current in tech industry;IT Industry Certifications;Personal Enrichment,No,No,Yes,Yes,Yes,Yes,No,Yes,No,,White/Caucasian,25-34
2020/09/24 5:01:41 PM EST,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,High Impact,Some Impact,High Impact,Some Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,,,,,High Impact,,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,Some Impact,No Impact,Some Impact,Nursing,,,,,,,,,,,1.0,Asian;White/Caucasian;Multi-Racial,18 and younger
2020/09/24 5:26:35 PM EST,No,No,No,Yes,Yes,No,Don't recall,No,No,No,No,No,No,No,High Impact,High Impact,Some Impact,Some Impact,,,High Impact,,,,,Some Impact,,,,,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,,"Information Technology, Applied Associate of Science",To get a job in the computing field;Personal Enrichment,No,No,No,No,Yes,No,No,No,No,,Hispanic or Latino,21-24
2020/09/24 5:34:53 PM EST,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Information Security Certificate of Achievement,To get a job in the computing field;IT Industry Certifications,No,No,No,No,No,No,No,No,No,,Hispanic or Latino,21-24
2020/09/24 5:52:54 PM EST,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,Some Impact,Some Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;IT Industry Certifications,No,No,Yes,Yes,No,No,No,No,No,,Black/African American,19-20
2020/09/24 6:38:53 PM EST,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field,No,No,No,No,No,No,No,No,No,,Hispanic or Latino,19-20
2020/09/24 6:52:46 PM EST,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,No Impact,High Impact,No Impact,High Impact,No Impact,No Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,High Impact,No Impact,High Impact,No Impact,No Impact,"CIS Game Development Option, Applied Associate of Science",To get a job in the computing field;Career Advancement;Professional Development;To keep current in tech industry,No,No,No,No,No,No,No,No,No,,White/Caucasian,18 and younger
2020/09/24 7:43:43 PM EST,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,"CIS Game Development Option, Applied Associate of Science",Transfer to bachelor's level program,No,No,No,No,No,No,No,No,No,,White/Caucasian,18 and younger
2020/09/24 9:44:52 PM EST,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,Some Impact,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,,,,,,,,,,,,,,,"Information Technology, Applied Associate of Science",To get a job in the computing field,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,,Choose not to reply,25-34
2020/09/24 10:15:13 PM EST,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Information Security Certificate of Achievement,IT Industry Certifications,No,No,No,No,No,No,No,No,No,,Black/African American,25-34
2020/09/24 10:17:30 PM EST,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,High Impact,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,,"Computer Science, Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Career Change,No,No,Yes,Yes,Yes,No,No,No,No,,White/Caucasian,35-64
2020/09/24 10:34:04 PM EST,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No Impact,High Impact,High Impact,No Impact,High Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No Impact,"Computer Science, Associate of Science",To get a job in the computing field;Career Advancement;Career Change;Job Displacement;Personal Enrichment,No,No,No,No,No,No,No,No,No,,White/Caucasian,25-34
2020/09/24 11:44:26 PM EST,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,,Some Impact,Some Impact,,High Impact,Some Impact,No Impact,,,Some Impact,No Impact,No Impact,,,Some Impact,High Impact,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,ShareTime CSIP Program,To get a job in the computing field;Career Advancement,No,No,No,No,No,No,No,No,No,,Hispanic or Latino,18 and younger
2020/09/25 1:01:40 AM EST,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Don't recall,High Impact,High Impact,High Impact,High Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,High Impact,High Impact,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;Professional Development;IT Industry Certifications,No,No,Yes,Yes,Yes,No,No,No,No,,Asian,18 and younger
2020/09/25 6:17:57 AM EST,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field,No,No,No,No,No,No,No,No,No,,Hispanic or Latino,19-20
2020/09/25 8:15:18 AM EST,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,High Impact,High Impact,Some Impact,Some Impact,High Impact,High Impact,High Impact,No Impact,No Impact,Some Impact,No Impact,High Impact,No Impact,No Impact,High Impact,High Impact,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,Some Impact,No Impact,High Impact,Some Impact,No Impact,"Computer Science, Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Career Advancement;Professional Development;To keep current in tech industry;Financial,Yes,Yes,No,No,Yes,No,No,No,No,,White/Caucasian,19-20
2020/09/25 9:15:53 AM EST,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,Some Impact,High Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,"Computer Science, Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Career Advancement;To keep current in tech industry;IT Industry Certifications;Financial,No,No,Yes,Yes,No,No,No,No,No,,White/Caucasian,18 and younger
2020/09/25 9:16:06 AM EST,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,High Impact,Some Impact,Some Impact,No Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,,"Computer Science, Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Professional Development,Yes,No,Yes,Yes,Yes,No,No,No,No,,White/Caucasian,18 and younger
2020/09/25 10:18:08 AM EST,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,,Some Impact,Some Impact,,Some Impact,Some Impact,No Impact,No Impact,,No Impact,,"Computer Science, Associate of Science",To get a job in the computing field;Transfer to bachelor's level program,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,,White/Caucasian,21-24
2020/09/25 10:43:01 AM EST,Yes,Don't recall,Don't recall,Yes,Yes,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,,High Impact,High Impact,Some Impact,Some Impact,No Impact,High Impact,,,High Impact,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,High Impact,Some Impact,No Impact,Some Impact,Business Administration ,,,,,,,,,,,3.0,Asian,25-34
2020/09/25 12:17:50 PM EST,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,Some Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,Business Administration,,,,,,,,,,,5.0,Asian;White/Caucasian,21-24
2020/09/25 6:58:19 PM EST,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,Some Impact,,"Information Technology, Applied Associate of Science",To get a job in the computing field,No,No,No,No,No,No,No,No,No,,Black/African American,21-24
2020/09/25 9:48:46 PM EST,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,High Impact,Some Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,Some Impact,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,"Computer Science, Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Career Advancement;Professional Development;IT Industry Certifications;Financial;Personal Enrichment,No,No,Yes,No,Yes,No,No,No,No,,White/Caucasian,19-20
2020/09/26 4:30:27 PM EST,Yes,No,No,Yes,Yes,Don't recall,Don't recall,Yes,No,No,No,No,No,No,No Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,Some Impact,Some Impact,No Impact,Some Impact,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,Some Impact,Some Impact,Some Impact,High Impact,"Computer Science, Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;IT Industry Certifications,Yes,No,No,Yes,Yes,No,No,No,No,,Asian,19-20
2020/09/26 6:22:05 PM EST,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Mechanical/Electrical Engineer,,,,,,,,,,,3.0,White/Caucasian,19-20
2020/09/26 7:16:44 PM EST,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,High Impact,,High Impact,High Impact,,,High Impact,,,,High Impact,,,,High Impact,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,High Impact,,,,,High Impact,High Impact,"Computer Science, Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Career Change;Professional Development,No,No,Yes,No,No,No,No,No,No,,Asian,25-34
2020/09/27 10:10:27 AM EST,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,Some Impact,Not Sure,Yes,Not Sure,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Undecided,,,,,,,,,,,4.0,Hispanic or Latino;White/Caucasian,19-20
2020/09/27 11:39:12 PM EST,No,No,No,Yes,Yes,No,Don't recall,Don't recall,No,No,No,No,No,No,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,,"Computer Science, Associate of Science",To get a job in the computing field;Transfer to bachelor's level program,No,No,No,No,No,No,No,No,Yes,,Asian,19-20
2020/09/28 10:55:41 AM EST,Yes,No,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,High Impact,High Impact,High Impact,High Impact,High Impact,,,,,,,,,,,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,"Information Technology, Applied Associate of Science",Transfer to bachelor's level program,Don't recall,Don't recall,Yes,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,,Asian,19-20
